ARCID,ATYP,ADEP,ADES,RM,ARF,ETD,TT,ETA,recat,size_seats_avg,minutes_eta,minutes_etd,minutes_tt,is_ecac,airline,distancia_km,is_departed,is_inside_radius,is_gpd_candidate,flight_status,assigned_slot,total_delay,air_delay,ground_delay
VLG85XK,A320,LIRN,LEBL,ECOJG,340,12:14:00,12,13:40:00,D,173.0,820.0,734.0,12.0,True,VLG,930.3213333333333,False,True,True,GPD CANDIDATE,932.7273,112.72730000000001,0.0,112.72730000000001
RYR39TN,B738,EGCC,LEBL,9HQBW,370,11:48:00,12,13:40:00,D,184.0,820.0,708.0,12.0,True,RYR,1283.4360000000001,False,True,True,GPD CANDIDATE,934.0909,114.09090000000003,0.0,114.09090000000003
VLG4BP,A321,EGKK,LEBL,ECMMU,350,12:20:00,35,13:45:00,D,207.0,825.0,740.0,35.0,True,VLG,604.3693333333334,False,True,True,GPD CANDIDATE,935.4545,110.45450000000005,0.0,110.45450000000005
VLG8483,A20N,LPFR,LEBL,ECMES,300,12:14:00,10,13:45:00,D,180.0,825.0,734.0,10.0,True,VLG,1025.3906666666667,False,True,True,GPD CANDIDATE,936.8182,111.81820000000005,0.0,111.81820000000005
VLG8RP,A320,LEIB,LEBL,ECMYB,180,13:21:00,7,13:55:00,D,173.0,835.0,801.0,7.0,True,VLG,291.9986666666667,False,True,True,GPD CANDIDATE,938.1818,103.18179999999995,0.0,103.18179999999995
VLG9WF,A320,LIEO,LEBL,ECLVV,310,12:57:00,15,13:55:00,D,173.0,835.0,777.0,15.0,True,VLG,509.3,False,True,True,GPD CANDIDATE,939.5455,104.54549999999995,0.0,104.54549999999995
ORO1042,C25C,LEMH,LEBL,ECNQS,180,13:25:00,5,13:55:00,F,8.0,835.0,805.0,5.0,True,ORO,90.28500000000001,False,True,True,GPD CANDIDATE,940.9091,105.90909999999997,0.0,105.90909999999997
RYR7TC,B738,EGBB,LEBL,9HQAL,370,12:05:00,15,14:00:00,D,184.0,840.0,725.0,15.0,True,RYR,1283.4360000000001,False,True,True,GPD CANDIDATE,942.2727,102.27269999999999,0.0,102.27269999999999
EZY69CT,A320,EGGW,LEBL,GEZTM,350,12:10:00,13,14:00:00,D,173.0,840.0,730.0,13.0,True,EZY,1242.692,False,True,True,GPD CANDIDATE,943.6364,103.63639999999998,0.0,103.63639999999998
RYR32TM,B738,LOWW,LEBL,EIEFO,370,12:18:00,12,14:05:00,D,184.0,845.0,738.0,12.0,True,RYR,1215.5293333333334,False,True,True,GPD CANDIDATE,945.0,100.0,0.0,100.0
AFR34QV,BCS3,LFPG,LEBL,FHPNP,370,12:28:00,17,14:05:00,D,145.0,845.0,748.0,17.0,True,AFR,1011.8093333333335,False,True,True,GPD CANDIDATE,946.3636,101.36360000000002,0.0,101.36360000000002
RYR6421,B738,LPFR,LEBL,9HQEW,380,12:37:00,10,14:05:00,D,184.0,845.0,757.0,10.0,True,RYR,984.6466666666666,False,True,True,GPD CANDIDATE,947.7273,102.72730000000001,0.0,102.72730000000001
VLG88TZ,A320,LDDU,LEBL,ECMEL,350,12:19:00,9,14:10:00,D,173.0,850.0,739.0,9.0,True,VLG,1310.5986666666668,False,True,True,GPD CANDIDATE,949.0909,99.09090000000003,0.0,99.09090000000003
DLH21W,A320,EDDF,LEBL,DAIUA,370,12:22:00,12,14:10:00,D,173.0,850.0,742.0,12.0,True,DLH,1229.1106666666667,False,True,True,GPD CANDIDATE,950.4545,100.45450000000005,0.0,100.45450000000005
VLG79TF,A321,LIMC,LEBL,ECMHB,290,12:57:00,17,14:10:00,D,207.0,850.0,777.0,17.0,True,VLG,685.8573333333334,False,True,True,GPD CANDIDATE,951.8182,101.81820000000005,0.0,101.81820000000005
RYR853B,B738,LIPZ,LEBL,EIDYW,350,12:28:00,13,14:10:00,D,184.0,850.0,748.0,13.0,True,RYR,1134.0413333333333,False,True,True,GPD CANDIDATE,953.1818,103.18179999999995,0.0,103.18179999999995
VLG5KD,A321,LFRS,LEBL,ECNLX,330,13:05:00,10,14:10:00,D,207.0,850.0,785.0,10.0,True,VLG,672.2760000000001,False,True,True,GPD CANDIDATE,954.5455,104.54549999999995,0.0,104.54549999999995
VLG41SF,A320,LFSB,LEBL,ECMAH,330,12:46:00,10,14:10:00,D,173.0,850.0,766.0,10.0,True,VLG,930.3213333333333,False,True,True,GPD CANDIDATE,955.9091,105.90909999999997,0.0,105.90909999999997
VLG7WW,A320,LIBD,LEBL,ECLLJ,350,12:33:00,8,14:15:00,D,173.0,855.0,753.0,8.0,True,VLG,1201.948,False,True,True,GPD CANDIDATE,957.2727,102.27269999999999,0.0,102.27269999999999
ITY076,A21N,LIRF,LEBL,EIHXG,350,12:55:00,11,14:15:00,D,220.0,855.0,775.0,11.0,True,ITY,862.4146666666668,False,True,True,GPD CANDIDATE,958.6364,103.63639999999998,0.0,103.63639999999998
RYR3VJ,B738,EGGW,LEBL,EIEBF,350,12:25:00,18,14:15:00,D,184.0,855.0,745.0,18.0,True,RYR,1174.7853333333335,False,True,True,GPD CANDIDATE,961.3636,106.36360000000002,0.0,106.36360000000002
KLM93Z,B739,EHAM,LEBL,PHBXT,350,12:28:00,14,14:15:00,D,183.0,855.0,748.0,14.0,True,KLM,1188.3666666666666,False,True,True,GPD CANDIDATE,962.7273,107.72730000000001,0.0,107.72730000000001
RYR1DC,B738,LEMH,LEBL,EIDPI,180,13:40:00,10,14:20:00,D,184.0,860.0,820.0,10.0,True,RYR,332.74266666666665,False,True,True,GPD CANDIDATE,964.0909,104.09090000000003,0.0,104.09090000000003
EJU52PZ,A320,LFLL,LEBL,OEIVD,290,13:04:00,9,14:20:00,D,173.0,860.0,784.0,9.0,True,EJU,835.252,False,True,True,GPD CANDIDATE,965.4545,105.45450000000005,0.0,105.45450000000005
VLG3TG,A320,EDDV,LEBL,ECNFK,370,12:25:00,10,14:20:00,D,173.0,860.0,745.0,10.0,True,VLG,1351.342666666667,False,True,True,GPD CANDIDATE,966.8182,106.81820000000005,0.0,106.81820000000005
RYR996Z,B738,LEST,LEBL,EIDWC,320,12:55:00,15,14:20:00,D,184.0,860.0,775.0,15.0,True,RYR,875.9960000000001,False,True,True,GPD CANDIDATE,968.1818,108.18179999999995,0.0,108.18179999999995
VLG213Q,A21N,LEMH,LEBL,ECNYE,180,13:39:00,9,14:25:00,D,220.0,865.0,819.0,9.0,True,VLG,427.812,False,True,True,GPD CANDIDATE,969.5455,104.54549999999995,0.0,104.54549999999995
EWG9TP,A320,EDDL,LEBL,9HSWJ,350,12:36:00,11,14:25:00,D,173.0,865.0,756.0,11.0,True,EWG,1256.2733333333335,False,True,True,GPD CANDIDATE,970.9091,105.90909999999997,0.0,105.90909999999997
VLG90AB,A321,EDDB,LEBL,ECMJR,350,12:24:00,9,14:25:00,D,207.0,865.0,744.0,9.0,True,VLG,1446.412,False,True,True,GPD CANDIDATE,972.2727,107.27269999999999,0.0,107.27269999999999
VLG71YZ,A320,LEIB,LEBL,ECKDX,180,13:36:00,10,14:30:00,D,173.0,870.0,816.0,10.0,True,VLG,522.8813333333334,False,True,True,GPD CANDIDATE,973.6364,103.63639999999998,0.0,103.63639999999998
VLG45UC,A320,LEJR,LEBL,ECJTQ,340,12:57:00,7,14:30:00,D,173.0,870.0,777.0,7.0,True,VLG,1093.2973333333332,False,True,True,GPD CANDIDATE,975.0,105.0,0.0,105.0
VLG80YY,A320,LOWW,LEBL,ECOFU,350,12:53:00,10,14:35:00,D,173.0,875.0,773.0,10.0,True,VLG,1174.7853333333335,False,True,True,GPD CANDIDATE,976.3636,101.36360000000002,0.0,101.36360000000002
ALE04,PC24,LEPA,LEBL,9HAPX,180,14:20:00,20,14:40:00,F,8.0,880.0,860.0,20.0,True,ALE,0.0,False,True,True,GPD CANDIDATE,977.7273,97.72730000000001,0.0,97.72730000000001
VLG8YF,A321,LPPT,LEBL,ECMHS,340,13:15:00,15,14:45:00,D,207.0,885.0,795.0,15.0,True,VLG,943.9026666666667,False,True,True,GPD CANDIDATE,979.0909,94.09090000000003,0.0,94.09090000000003
IBE26RZ,A332,KLAX,LEBL,ECNRH,410,4:22:00,22,14:45:00,B,281.0,885.0,262.0,22.0,False,IBE,8639.117,False,False,False,EXEMPT INTERNATIONAL,885.0,0.0,0.0,0.0
AEA32MG,B789,LEMD,LEBL,ECNCY,280,14:00:00,20,14:55:00,B,284.0,895.0,840.0,20.0,True,AEA,427.9663333333333,False,True,True,GPD CANDIDATE,980.4545,85.45450000000005,0.0,85.45450000000005
RYR6851,B738,LIRF,LEBL,9HQEN,330,13:43:00,13,14:55:00,D,184.0,895.0,823.0,13.0,True,RYR,726.6013333333334,False,True,True,GPD CANDIDATE,981.8182,86.81820000000005,0.0,86.81820000000005
VLG57ZG,A321,LFPO,LEBL,ECMPV,350,13:38:00,13,14:55:00,D,207.0,895.0,818.0,13.0,True,VLG,794.508,False,True,True,GPD CANDIDATE,983.1818,88.18179999999995,0.0,88.18179999999995
VLG1AL,A320,EBBR,LEBL,ECKRH,370,13:16:00,11,15:00:00,D,173.0,900.0,796.0,11.0,True,VLG,1188.3666666666666,False,True,True,GPD CANDIDATE,984.5455,84.54549999999995,0.0,84.54549999999995
TAP1034,A320,LPPT,LEBL,CSTNJ,340,13:18:00,13,15:00:00,D,173.0,900.0,798.0,13.0,True,TAP,1134.0413333333333,False,True,True,GPD CANDIDATE,985.9091,85.90909999999997,0.0,85.90909999999997
BBG252,A320,LLBG,LEBL,5BDDO,360,11:17:00,15,15:05:00,D,173.0,905.0,677.0,15.0,False,BBG,2818.126666666667,False,True,False,EXEMPT INTERNATIONAL,905.4545,0.45450000000005275,0.45450000000005275,0.0
VLG7PM,A321,LIPZ,LEBL,ECMHA,350,13:46:00,11,15:05:00,D,207.0,905.0,826.0,11.0,True,VLG,848.8333333333335,False,True,True,GPD CANDIDATE,987.2727,82.27269999999999,0.0,82.27269999999999
THY1FP,A333,LTFM,LEBL,TCLOA,380,12:05:00,20,15:05:00,B,284.0,905.0,725.0,20.0,True,THY,2241.3830000000003,False,True,True,GPD CANDIDATE,988.6364,83.63639999999998,0.0,83.63639999999998
EWG7524,A320,EDDH,LEBL,9HSWN,360,13:15:00,10,15:10:00,D,173.0,910.0,795.0,10.0,True,EWG,1351.342666666667,False,True,True,GPD CANDIDATE,990.0,80.0,0.0,80.0
GES401V,F2TH,LFMN,LEBL,ECLGV,300,14:32:00,6,15:10:00,E,10.0,910.0,872.0,6.0,True,GES,261.7493333333333,False,True,True,GPD CANDIDATE,991.3636,81.36360000000002,0.0,81.36360000000002
VLG37CR,A320,LEPA,LEBL,ECMLE,180,14:22:00,17,15:15:00,D,173.0,915.0,862.0,17.0,True,VLG,414.23066666666665,False,True,True,GPD CANDIDATE,992.7273,77.72730000000001,0.0,77.72730000000001
RYR79DL,B738,EBCI,LEBL,EIDWR,370,13:55:00,15,15:20:00,D,184.0,920.0,835.0,15.0,True,RYR,875.9960000000001,False,True,True,GPD CANDIDATE,994.0909,74.09090000000003,0.0,74.09090000000003
VLG3521,A320,LEIB,LEBL,ECMNZ,180,14:47:00,12,15:20:00,D,173.0,920.0,887.0,12.0,True,VLG,210.51066666666668,False,True,True,GPD CANDIDATE,995.4545,75.45450000000005,0.0,75.45450000000005
VLG1EB,A320,LEAL,LEBL,ECMAO,280,14:38:00,13,15:25:00,D,173.0,925.0,878.0,13.0,True,VLG,387.06800000000004,False,True,True,GPD CANDIDATE,996.8182,71.81820000000005,0.0,71.81820000000005
BAW480N,A21N,EGLL,LEBL,GTNEA,370,13:51:00,22,15:25:00,D,220.0,925.0,831.0,22.0,True,BAW,903.1586666666667,False,True,True,GPD CANDIDATE,998.1818,73.18179999999995,0.0,73.18179999999995
VLG2FA,A321,LEAM,LEBL,ECMQL,340,14:24:00,5,15:25:00,D,207.0,925.0,864.0,5.0,True,VLG,685.8573333333334,False,True,True,GPD CANDIDATE,999.5455,74.54549999999995,0.0,74.54549999999995
DNA411,A320,LRBC,LEBL,YRJUL,350,12:58:00,10,15:30:00,D,173.0,930.0,778.0,10.0,True,DNA,1853.852,False,True,True,GPD CANDIDATE,1000.9091,70.90909999999997,0.0,70.90909999999997
RYR4596,B738,LPPR,LEBL,EIEBL,320,14:05:00,15,15:30:00,D,184.0,930.0,845.0,15.0,True,RYR,875.9960000000001,False,True,True,GPD CANDIDATE,1002.2727,72.27269999999999,0.0,72.27269999999999
SWR1958,A321,LSZH,LEBL,HBIOH,330,14:13:00,13,15:30:00,D,207.0,930.0,853.0,13.0,True,SWR,794.508,False,True,True,GPD CANDIDATE,1003.6364,73.63639999999998,0.0,73.63639999999998
DLH03H,BCS3,EDDM,LEBL,YLABR,350,13:57:00,12,15:35:00,D,145.0,935.0,837.0,12.0,True,DLH,1093.2973333333332,False,True,True,GPD CANDIDATE,1005.0,70.0,0.0,70.0
ABR294,B738,EDDP,LEBL,EIAZG,370,13:55:00,10,15:40:00,D,184.0,940.0,835.0,10.0,True,ABR,1215.5293333333334,False,True,True,GPD CANDIDATE,1006.3636,66.36360000000002,0.0,66.36360000000002
ULC44,C68A,LFTZ,LEBL,9HAOA,290,14:58:00,2,15:45:00,F,9.0,945.0,898.0,2.0,True,ULC,182.88500000000002,False,True,True,GPD CANDIDATE,1007.7273,62.727300000000014,0.0,62.727300000000014
DLH54C,A321,EDDF,LEBL,DAISR,370,14:23:00,14,15:45:00,D,207.0,945.0,863.0,14.0,True,DLH,848.8333333333335,False,True,True,GPD CANDIDATE,1009.0909,64.09090000000003,0.0,64.09090000000003
VLG97CV,A320,EGKK,LEBL,ECOKH,370,14:21:00,20,15:50:00,D,173.0,950.0,861.0,20.0,True,VLG,862.4146666666668,False,True,True,GPD CANDIDATE,1010.4545,60.45450000000005,0.0,60.45450000000005
EJU59AT,A319,EDDB,LEBL,OELKC,370,13:52:00,7,15:50:00,D,144.0,950.0,832.0,7.0,True,EJU,1432.8306666666667,False,True,True,GPD CANDIDATE,1011.8182,61.81820000000005,0.0,61.81820000000005
VLG4CT,A320,LSZH,LEBL,ECMBE,350,14:36:00,11,15:50:00,D,173.0,950.0,876.0,11.0,True,VLG,780.9266666666667,False,True,True,GPD CANDIDATE,1013.1818,63.18179999999995,0.0,63.18179999999995
IBE04VH,A321,LEMD,LEBL,ECHUH,280,14:29:00,16,15:55:00,D,207.0,955.0,869.0,16.0,True,IBE,875.9960000000001,False,True,True,GPD CANDIDATE,1014.5455,59.54549999999995,0.0,59.54549999999995
AIZ271,A21N,LLBG,LEBL,4XAGK,350,12:11:00,15,16:00:00,D,220.0,960.0,731.0,15.0,False,AIZ,2831.708,False,True,False,EXEMPT INTERNATIONAL,960.0,0.0,0.0,0.0
VLG3707,A321,LEMH,LEBL,ECMMH,180,15:49:00,10,16:10:00,D,207.0,970.0,949.0,10.0,True,VLG,74.69733333333333,False,True,True,GPD CANDIDATE,1015.9091,45.90909999999997,0.0,45.90909999999997
AFR88WR,A321,LFPG,LEBL,FGTAQ,370,14:55:00,15,16:10:00,D,207.0,970.0,895.0,15.0,True,AFR,740.1826666666667,False,True,True,GPD CANDIDATE,1017.2727,47.272699999999986,0.0,47.272699999999986
AEA62AA,B738,LEPA,LEBL,ECLQX,180,15:44:00,17,16:10:00,D,184.0,970.0,944.0,17.0,True,AEA,47.53466666666667,False,True,True,GPD CANDIDATE,1018.6364,48.63639999999998,0.0,48.63639999999998
SAS1811,A20N,ESSA,LEBL,SEROX,390,13:10:00,15,16:15:00,D,180.0,975.0,790.0,15.0,True,SAS,2234.1293333333333,False,True,True,GPD CANDIDATE,1020.0,45.0,0.0,45.0
VLG42HH,A320,GCFV,LEBL,ECMBS,360,13:23:00,10,16:15:00,D,173.0,975.0,803.0,10.0,True,VLG,2125.478666666667,False,True,True,GPD CANDIDATE,1021.3636,46.36360000000002,0.0,46.36360000000002
BAW472M,A21N,EGLL,LEBL,GTNEB,370,14:40:00,25,16:20:00,D,220.0,980.0,880.0,25.0,True,BAW,943.9026666666667,False,True,True,GPD CANDIDATE,1022.7273,42.727300000000014,0.0,42.727300000000014
RYR7CT,B738,EGGP,LEBL,EIENM,370,14:30:00,15,16:20:00,D,184.0,980.0,870.0,15.0,True,RYR,1215.5293333333334,False,True,True,GPD CANDIDATE,1024.0909,44.09089999999992,0.0,44.09089999999992
VLG3BU,A20N,EHAM,LEBL,ECNCS,390,14:39:00,15,16:20:00,D,180.0,980.0,879.0,15.0,True,VLG,1093.2973333333332,False,True,True,GPD CANDIDATE,1026.8182,46.81819999999993,0.0,46.81819999999993
RYR90MH,B738,LIRN,LEBL,EIEMA,350,14:44:00,14,16:25:00,D,184.0,985.0,884.0,14.0,True,RYR,1106.878666666667,False,True,True,GPD CANDIDATE,1028.1818,43.18180000000007,0.0,43.18180000000007
RYR44YY,B738,EDDB,LEBL,EIEVC,370,14:24:00,9,16:25:00,D,184.0,985.0,864.0,9.0,True,RYR,1446.412,False,True,True,GPD CANDIDATE,1029.5455,44.54549999999995,0.0,44.54549999999995
VLG9PH,A319,LEMH,LEBL,ECMKV,180,15:47:00,10,16:25:00,D,144.0,985.0,947.0,10.0,True,VLG,305.58000000000004,False,True,True,GPD CANDIDATE,1032.2727,47.272699999999986,0.0,47.272699999999986
EJU56MW,A319,LFMN,LEBL,OELVG,290,15:30:00,12,16:25:00,D,144.0,985.0,930.0,12.0,True,EJU,509.3,False,True,True,GPD CANDIDATE,1033.6364,48.636400000000094,0.0,48.636400000000094
VLG4RW,A321,LIRF,LEBL,ECMGY,340,15:24:00,14,16:30:00,D,207.0,990.0,924.0,14.0,True,VLG,631.532,False,True,True,GPD CANDIDATE,1035.0,45.0,0.0,45.0
VLG4ZY,A321,LFRS,LEBL,ECMLM,330,15:40:00,10,16:30:00,D,207.0,990.0,940.0,10.0,True,VLG,468.556,False,True,True,GPD CANDIDATE,1036.3636,46.363599999999906,0.0,46.363599999999906
VOE5JR,A319,LEAS,LEBL,ECMUX,320,15:20:00,5,16:35:00,D,144.0,995.0,920.0,5.0,True,VOE,875.9960000000001,False,True,True,GPD CANDIDATE,1037.7273,42.727300000000014,0.0,42.727300000000014
RYR73VE,B38M,LIEA,LEBL,EIIJM,310,15:40:00,10,16:35:00,D,189.0,995.0,940.0,10.0,True,RYR,536.4626666666667,False,True,True,GPD CANDIDATE,1039.0909,44.09089999999992,0.0,44.09089999999992
VLG16XE,A321,EGCC,LEBL,ECMGZ,350,14:50:00,17,16:35:00,D,207.0,995.0,890.0,17.0,True,VLG,1120.46,False,True,True,GPD CANDIDATE,1043.1818,48.18180000000007,0.0,48.18180000000007
AAO59,PC12,LFML,LEBL,OKPCF,250,15:36:00,6,16:40:00,F,9.0,1000.0,936.0,6.0,True,AAO,243.07500000000002,False,True,True,GPD CANDIDATE,1044.5455,44.54549999999995,0.0,44.54549999999995
VLG53FY,A320,LFMN,LEBL,ECKDG,290,15:50:00,11,16:40:00,D,173.0,1000.0,950.0,11.0,True,VLG,454.97466666666674,False,True,True,GPD CANDIDATE,1045.9091,45.90910000000008,0.0,45.90910000000008
KLM69C,B738,EHAM,LEBL,PHBXB,410,14:56:00,13,16:45:00,D,184.0,1005.0,896.0,13.0,True,KLM,1229.1106666666667,False,True,True,GPD CANDIDATE,1047.2727,42.272699999999986,0.0,42.272699999999986
EWG75Z,A320,EDDL,LEBL,9HMLO,350,14:36:00,11,16:45:00,D,173.0,1005.0,876.0,11.0,True,EWG,1527.9,False,True,True,GPD CANDIDATE,1048.6364,43.636400000000094,0.0,43.636400000000094
VLG232C,A321,LFPG,LEBL,ECNLV,350,15:30:00,25,16:45:00,D,207.0,1005.0,930.0,25.0,True,VLG,604.3693333333334,False,True,True,GPD CANDIDATE,1050.0,45.0,0.0,45.0
EJU65KC,A319,LIRN,LEBL,OELQU,340,15:17:00,14,16:50:00,D,144.0,1010.0,917.0,14.0,True,EJU,998.2280000000001,False,True,True,GPD CANDIDATE,1051.3636,41.363599999999906,0.0,41.363599999999906
NSZ3658,B738,EKCH,LEBL,SERPJ,390,14:20:00,10,16:50:00,D,184.0,1010.0,860.0,10.0,True,NSZ,1826.6893333333335,False,True,True,GPD CANDIDATE,1052.7273,42.727300000000014,0.0,42.727300000000014
RYR1JV,B738,LFOB,LEBL,EIENF,370,15:35:00,15,16:55:00,D,184.0,1015.0,935.0,15.0,True,RYR,808.0893333333335,False,True,True,GPD CANDIDATE,1054.0909,39.09089999999992,0.0,39.09089999999992
VLG5QB,A320,LEIB,LEBL,ECODN,180,16:01:00,12,16:55:00,D,173.0,1015.0,961.0,12.0,True,VLG,495.7186666666666,False,True,True,GPD CANDIDATE,1055.4545,40.45450000000005,0.0,40.45450000000005
VLG88YX,A320,GCXO,LEBL,ECMOG,360,14:08:00,8,16:55:00,D,173.0,1015.0,848.0,8.0,True,VLG,2084.7346666666663,False,True,True,GPD CANDIDATE,1056.8182,41.81819999999993,0.0,41.81819999999993
WZZ98,A21N,LHBP,LEBL,HALGN,350,14:57:00,10,16:55:00,D,220.0,1015.0,897.0,10.0,True,WZZ,1392.0866666666666,False,True,True,GPD CANDIDATE,1058.1818,43.18180000000007,0.0,43.18180000000007
NJE024U,CL35,EGKB,LEBL,CSCHG,350,15:40:00,10,17:00:00,E,9.0,1020.0,940.0,10.0,True,NJE,637.0880000000001,False,True,True,GPD CANDIDATE,1059.5455,39.54549999999995,0.0,39.54549999999995
WZZ671,A21N,EPWA,LEBL,9HWDP,360,14:20:00,21,17:00:00,D,220.0,1020.0,860.0,21.0,True,WZZ,1813.1080000000002,False,True,True,GPD CANDIDATE,1060.9091,40.90910000000008,0.0,40.90910000000008
RYR2WJ,B38M,EDDK,LEBL,9HVVR,390,15:22:00,17,17:00:00,D,189.0,1020.0,922.0,17.0,True,RYR,1025.3906666666667,False,True,True,GPD CANDIDATE,1062.2727,42.272699999999986,0.0,42.272699999999986
ETD19N,B789,OMAA,LEBL,A6BNB,400,10:15:00,10,17:05:00,B,284.0,1025.0,615.0,10.0,False,ETD,5723.143,False,False,False,EXEMPT INTERNATIONAL,1025.4545,0.45450000000005275,0.45450000000005275,0.0
VLG787R,A321,LEPA,LEBL,ECNLY,180,16:24:00,5,17:05:00,D,207.0,1025.0,984.0,5.0,True,VLG,414.23066666666665,False,True,True,GPD CANDIDATE,1063.6364,38.636400000000094,0.0,38.636400000000094
VLG1579,A320,LEAS,LEBL,ECLAB,320,16:05:00,5,17:10:00,D,173.0,1030.0,965.0,5.0,True,VLG,740.1826666666667,False,True,True,GPD CANDIDATE,1065.0,35.0,0.0,35.0
RYR22VB,B738,LEIB,LEBL,9HQEK,240,16:30:00,7,17:10:00,D,184.0,1030.0,990.0,7.0,True,RYR,373.4866666666667,False,True,True,GPD CANDIDATE,1066.3636,36.363599999999906,0.0,36.363599999999906
RAM960U,B738,GMMN,LEBL,CNROC,400,15:21:00,16,17:10:00,D,184.0,1030.0,921.0,16.0,False,RAM,1188.3666666666666,False,True,False,EXEMPT INTERNATIONAL,1030.9091,0.9091000000000804,0.9091000000000804,0.0
VLG2KV,A320,LEST,LEBL,ECODM,320,15:50:00,15,17:10:00,D,173.0,1030.0,950.0,15.0,True,VLG,808.0893333333335,False,True,True,GPD CANDIDATE,1067.7273,37.727300000000014,0.0,37.727300000000014
VLG9BC,A321,LEPA,LEBL,ECMMU,180,16:52:00,17,17:15:00,D,207.0,1035.0,1012.0,17.0,True,VLG,6.790666666666667,False,True,True,GPD CANDIDATE,1069.0909,34.09089999999992,0.0,34.09089999999992
DAH2014,B738,DAAG,LEBL,7TVKQ,340,16:30:00,5,17:20:00,D,184.0,1040.0,990.0,5.0,False,DAH,536.4626666666667,False,True,False,EXEMPT INTERNATIONAL,1040.4545,0.45450000000005275,0.45450000000005275,0.0
AAR511,A359,RKSI,LEBL,HL7578,400,3:00:00,10,17:20:00,B,297.0,1040.0,180.0,10.0,False,AAR,12251.443000000001,True,False,False,EXEMPT INTERNATIONAL,1041.8182,1.8181999999999334,1.8181999999999334,0.0
RYR51YH,B738,LIRF,LEBL,EIDCW,330,16:12:00,17,17:20:00,D,184.0,1040.0,972.0,17.0,True,RYR,617.9506666666666,False,True,True,GPD CANDIDATE,1070.4545,30.454500000000053,0.0,30.454500000000053
VLG73KB,A320,LICC,LEBL,ECKHN,360,15:45:00,20,17:25:00,D,173.0,1045.0,945.0,20.0,True,VLG,1011.8093333333335,False,True,True,GPD CANDIDATE,1071.8182,26.818199999999933,0.0,26.818199999999933
TRA6789,B738,EHEH,LEBL,PHHXE,410,15:55:00,10,17:25:00,D,184.0,1045.0,955.0,10.0,True,TRA,1011.8093333333335,False,True,True,GPD CANDIDATE,1073.1818,28.181800000000067,0.0,28.181800000000067
ASL91T,A319,LYBE,LEBL,YUAPK,320,15:15:00,10,17:25:00,D,144.0,1045.0,915.0,10.0,True,ASL,1555.062666666667,False,True,True,GPD CANDIDATE,1074.5455,29.545499999999947,0.0,29.545499999999947
CFE8759,E190,EGLC,LEBL,GLCYU,370,15:48:00,6,17:30:00,E,104.0,1050.0,948.0,6.0,True,CFE,893.8986666666666,False,True,True,GPD CANDIDATE,1077.2727,27.272699999999986,0.0,27.272699999999986
VLG2HL,A321,LPPR,LEBL,ECMLD,320,16:07:00,12,17:30:00,D,207.0,1050.0,967.0,12.0,True,VLG,889.5773333333333,False,True,True,GPD CANDIDATE,1078.6364,28.636400000000094,0.0,28.636400000000094
